owner_project,teamno,noofmembers,concerned_years,noofyears,proj_size,proj_language,proj_age,median_pr_merged,stanfordandgender,stanfordandgenderwithoutNAN,eth_stanandnameprism_st,eth_stanandnameprism_st_withoutNAN,knownethnicityprop,knowngenderprop,atleast75genprop,ethblau_st_cat,eth_blau_index,gender_blau_index,project_star_count,project_watchers_count,project_language,project_forks_count
mozilla_rust,3459,16,"['2018', '2017', '2016']",3,478658,Rust,3120,53.5,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'unisex', 'unisex']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'unisex', 'unisex']","['White', 'White', 'White', 'White', 'White', 'White', 'NAN', 'Unknown', 'White', 'NAN', 'White', 'White', 'Unknown', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'API', 'White']",0.75,0.8125,1,heterogeneous,0.152777778,0.355029586,41219,41219,Rust,6348
dotnet_corefx,1231,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,5,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'female']","['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'female']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'API', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'API', 'White', 'Unknown', 'White']",0.9,0.9,1,heterogeneous,0.49382716,0.345679012,17822,17822,,5478
dotnet_corefx,767,12,"['2018', '2017', '2016']",3,235269,,1516,14.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'Hispanic', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'Hispanic', 'White', 'Unknown', 'White', 'White']",0.916666667,0.916666667,1,heterogeneous,0.297520661,0,17822,17822,,5478
mozilla_rust,3530,17,"['2018', '2017', '2016']",3,478658,Rust,3120,42,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'NAN', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'White']",0.823529412,0.882352941,1,heterogeneous,0,0.124444444,41219,41219,Rust,6348
mozilla_rust,3319,16,"['2018', '2017', '2016']",3,478658,Rust,3120,49,"['male', 'unisex', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'unisex', 'male', 'male', 'male']","['male', 'unisex', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'unisex', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'API', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'API', 'White', 'White', 'White', 'White']",0.8125,0.875,1,heterogeneous,0.142011834,0.336734694,41219,41219,Rust,6348
mozilla_rust,3341,10,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,23.5,"['male', 'unisex', 'female', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['male', 'unisex', 'female', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'White']",1,1,1,heterogeneous,0.34,0.46,41219,41219,Rust,6348
mozilla_rust,702,11,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,46,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'unisex', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'unisex', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.909090909,0.909090909,1,heterogeneous,0,0.32,41219,41219,Rust,6348
mozilla_servo,373,9,"['2017', '2016', '2018']",3,1021589,Rust,2518,23,"['male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'Hispanic', 'White', 'API', 'Unknown', 'White', 'White']","['White', 'Unknown', 'White', 'Hispanic', 'White', 'API', 'Unknown', 'White', 'White']",0.777777778,0.888888889,1,heterogeneous,0.448979592,0,15268,15268,Rust,2294
mozilla_rust,3399,16,"['2018', '2017', '2016']",3,478658,Rust,3120,38,"['male', 'unisex', 'male', 'UnKnown', 'unisex', 'male', 'male', 'male', 'unisex', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'unisex', 'male', 'male', 'male', 'unisex', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.8125,0.875,1,heterogeneous,0,0.336734694,41219,41219,Rust,6348
dotnet_corefx,1232,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,5.5,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'female']","['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'female']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'API', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'API', 'White', 'Unknown', 'White']",0.9,0.9,1,heterogeneous,0.49382716,0.345679012,17822,17822,,5478
mozilla_rust,679,16,"['2018', '2017', '2016']",3,478658,Rust,3120,51.5,"['male', 'unisex', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'UnKnown', 'male', 'unisex', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'UnKnown', 'male', 'unisex', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'NAN', 'White', 'API', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'Unknown', 'White', 'API', 'White', 'White', 'White', 'White']",0.8125,0.875,1,heterogeneous,0.142011834,0.244897959,41219,41219,Rust,6348
mozilla_rust,3464,16,"['2018', '2017', '2016']",3,478658,Rust,3120,42.5,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'NAN']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'Unknown']",0.75,0.875,1,heterogeneous,0,0.132653061,41219,41219,Rust,6348
mozilla_rust,3287,8,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,6,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White']",0.875,1,1,heterogeneous,0,0.21875,41219,41219,Rust,6348
dotnet_corefx,1228,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,10,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'female']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'female']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'White', 'White', 'Unknown', 'White']",0.9,0.9,1,heterogeneous,0.37037037,0.197530864,17822,17822,,5478
mozilla_servo,436,10,"['2017', '2016', '2018']",3,1021589,Rust,2518,34,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'Hispanic', 'White', 'Hispanic', 'White', 'White', 'White', 'Unknown', 'White', 'White']","['White', 'Hispanic', 'White', 'Hispanic', 'White', 'White', 'White', 'Unknown', 'White', 'White']",0.9,1,1,heterogeneous,0.345679012,0,15268,15268,Rust,2294
dotnet_corefx,1229,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,10.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'female']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'female']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'White', 'White', 'Unknown', 'White']",0.9,0.9,1,heterogeneous,0.37037037,0.197530864,17822,17822,,5478
mozilla_rust,3520,16,"['2018', '2017', '2016']",3,478658,Rust,3120,54.5,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'NAN', 'White', 'Unknown', 'White', 'White', 'NAN']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'Unknown']",0.75,0.8125,1,heterogeneous,0,0.142011834,41219,41219,Rust,6348
mozilla_rust,1889,9,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,13,"['male', 'unisex', 'male', 'male', 'male', 'unisex', 'male', 'UnKnown', 'male']","['male', 'unisex', 'male', 'male', 'male', 'unisex', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'API', 'White', 'White', 'Unknown', 'Unknown', 'White']","['White', 'White', 'White', 'API', 'White', 'White', 'Unknown', 'Unknown', 'White']",0.777777778,0.888888889,1,heterogeneous,0.244897959,0.375,41219,41219,Rust,6348
dotnet_corefx,556,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,14,"['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Hispanic', 'White', 'White']",0.909090909,0.909090909,1,heterogeneous,0.18,0.18,17822,17822,,5478
mozilla_rust,3554,8,"['2018', '2017', '2016', '2015', '2014']",5,478658,Rust,3120,25,"['male', 'unisex', 'male', 'male', 'unisex', 'male', 'unisex', 'UnKnown']","['male', 'unisex', 'male', 'male', 'unisex', 'male', 'unisex', 'UnKnown']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.875,0.875,1,heterogeneous,0,0.489795918,41219,41219,Rust,6348
mozilla_rust,1818,8,"['2018', '2017', '2016', '2015', '2014']",5,478658,Rust,3120,30,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'unisex']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'unisex']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.875,1,1,heterogeneous,0,0.375,41219,41219,Rust,6348
mozilla_rust,2022,11,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,18,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White']",0.818181818,0.818181818,1,heterogeneous,0,0.197530864,41219,41219,Rust,6348
dotnet_corefx,816,9,"['2018', '2017', '2016', '2015']",4,235269,,1516,13,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'Hispanic', 'White', 'White']",1,1,1,heterogeneous,0.49382716,0.197530864,17822,17822,,5478
dotnet_corefx,774,12,"['2018', '2017', '2016']",3,235269,,1516,15,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'Unknown', 'White']",0.916666667,0.916666667,1,heterogeneous,0.165289256,0,17822,17822,,5478
mozilla_rust,3435,17,"['2018', '2017', '2016']",3,478658,Rust,3120,42,"['male', 'unisex', 'male', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'NAN', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White']",0.764705882,0.823529412,1,heterogeneous,0,0.132653061,41219,41219,Rust,6348
dotnet_corefx,1078,9,"['2018', '2017', '2016', '2015']",4,235269,,1516,13,"['male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'female']","['male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'female']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White']",0.888888889,0.888888889,1,heterogeneous,0,0.21875,17822,17822,,5478
dotnet_corefx,787,9,"['2018', '2017', '2016', '2015']",4,235269,,1516,13,"['male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'female']","['male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'female']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White']",0.888888889,0.888888889,1,heterogeneous,0,0.21875,17822,17822,,5478
pydata_pandas,465,6,"['2018', '2017', '2016', '2015', '2014', '2013']",6,174364,Python,3051,10.5,"['male', 'male', 'male', 'female', 'male', 'UnKnown']","['male', 'male', 'male', 'female', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'NAN']","['White', 'White', 'White', 'White', 'White', 'Unknown']",0.833333333,0.833333333,1,heterogeneous,0,0.32,22689,22689,Python,9046
mozilla_rust,3515,18,"['2018', '2017', '2016']",3,478658,Rust,3120,48.5,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'unisex', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'unisex', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'NAN', 'White', 'Unknown', 'NAN', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White']",0.777777778,0.833333333,1,heterogeneous,0,0.231111111,41219,41219,Rust,6348
pydata_pandas,459,6,"['2018', '2017', '2016', '2015', '2014', '2013']",6,174364,Python,3051,10.5,"['male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'NAN']","['White', 'White', 'White', 'White', 'White', 'Unknown']",0.833333333,0.833333333,1,heterogeneous,0,0,22689,22689,Python,9046
mozilla_rust,2350,9,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,16,"['male', 'unisex', 'male', 'male', 'male', 'male', 'unisex', 'male', 'UnKnown']","['male', 'unisex', 'male', 'male', 'male', 'male', 'unisex', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'API', 'Hispanic', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'API', 'Hispanic', 'White']",0.888888889,0.888888889,1,heterogeneous,0.40625,0.375,41219,41219,Rust,6348
mantidproject_mantid,206,8,"['2016', '2015', '2014', '2018', '2017']",5,596039,C++,2632,6,"['male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White']",0.875,0.875,1,heterogeneous,0,0,121,121,C++,74
mozilla_rust,1329,12,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,18.5,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'female']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'female']","['White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White']",0.833333333,1,1,heterogeneous,0,0.402777778,41219,41219,Rust,6348
mozilla_rust,3516,18,"['2018', '2017', '2016']",3,478658,Rust,3120,47,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'unisex', 'female', 'male', 'unisex']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'unisex', 'female', 'male', 'unisex']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'NAN', 'White', 'Unknown', 'NAN', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White']",0.777777778,0.833333333,1,heterogeneous,0,0.417777778,41219,41219,Rust,6348
mozilla_rust,2023,11,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,18,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White']",0.818181818,0.818181818,1,heterogeneous,0,0.197530864,41219,41219,Rust,6348
mozilla_rust,3549,14,"['2018', '2017', '2016']",3,478658,Rust,3120,30.5,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White']",0.857142857,0.928571429,1,heterogeneous,0,0.26035503,41219,41219,Rust,6348
mozilla_rust,3310,16,"['2018', '2017', '2016']",3,478658,Rust,3120,49,"['male', 'unisex', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male', 'male']","['male', 'unisex', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'API', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'API', 'White', 'White', 'White', 'White']",0.8125,0.875,1,heterogeneous,0.142011834,0.244897959,41219,41219,Rust,6348
mozilla_rust,3488,17,"['2018', '2017', '2016']",3,478658,Rust,3120,54,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'unisex', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'unisex', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'NAN', 'API', 'Unknown', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'API', 'Unknown', 'White', 'Unknown', 'White', 'White']",0.764705882,0.882352941,1,heterogeneous,0.142011834,0.32,41219,41219,Rust,6348
mozilla_rust,3346,11,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,33,"['male', 'unisex', 'female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'unisex', 'female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White']",0.909090909,1,1,heterogeneous,0,0.314049587,41219,41219,Rust,6348
mozilla_rust,3448,14,"['2018', '2017', '2016']",3,478658,Rust,3120,31,"['male', 'unisex', 'male', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White']",0.785714286,0.857142857,1,heterogeneous,0,0.277777778,41219,41219,Rust,6348
mantidproject_mantid,217,8,"['2016', '2015', '2014', '2018', '2017']",5,596039,C++,2632,5.5,"['male', 'male', 'male', 'UnKnown', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0,121,121,C++,74
mozilla_servo,450,6,"['2017', '2016', '2015', '2018']",4,1021589,Rust,2518,14.5,"['male', 'female', 'male', 'male', 'male', 'male']","['male', 'female', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Hispanic']","['White', 'White', 'White', 'White', 'White', 'Hispanic']",1,1,1,heterogeneous,0.277777778,0.277777778,15268,15268,Rust,2294
dotnet_corefx,771,13,"['2018', '2017', '2016']",3,235269,,1516,16,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'female', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'female', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'Hispanic', 'White', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'Hispanic', 'White', 'Unknown', 'White', 'White', 'White']",0.923076923,0.923076923,1,heterogeneous,0.277777778,0.152777778,17822,17822,,5478
mozilla_rust,3248,10,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,9.5,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown']",0.8,0.9,1,heterogeneous,0,0.197530864,41219,41219,Rust,6348
dotnet_corefx,555,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,14,"['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Hispanic', 'White', 'API']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Hispanic', 'White', 'API']",0.909090909,0.909090909,1,heterogeneous,0.34,0.18,17822,17822,,5478
dotnet_corefx,684,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,10,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'API', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'API', 'White', 'White', 'White']",1,1,1,heterogeneous,0.34,0,17822,17822,,5478
