owner_project,teamno,noofmembers,concerned_years,noofyears,proj_size,proj_language,proj_age,median_pr_merged,stanfordandgender,stanfordandgenderwithoutNAN,eth_stanandnameprism_st,eth_stanandnameprism_st_withoutNAN,knownethnicityprop,knowngenderprop,atleast75genprop,ethblau_st_cat,eth_blau_index,gender_blau_index,project_star_count,project_watchers_count,project_language,project_forks_count
mozilla_rust,3690,5,['2018'],1,478658,Rust,3120,6,"['UnKnown', 'male', 'male', 'male', 'unisex']","['UnKnown', 'male', 'male', 'male', 'unisex']","['NAN', 'White', 'White', 'White', 'API']","['Unknown', 'White', 'White', 'White', 'API']",0.8,0.8,1,heterogeneous,0.375,0.375,41219,41219,Rust,6348
MvvmCross_MvvmCross,84,6,"['2018', '2017', '2016', '2015']",4,72773,C#,2590,7,"['male', 'male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White']",0.833333333,0.833333333,1,heterogeneous,0,0,3057,3057,C#,1176
astropy_astropy,243,4,"['2018', '2015', '2013']",3,85324,Python,2720,1,"['male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'Unknown']","['White', 'White', 'White', 'Unknown']",0.75,0.75,1,heterogeneous,0,0,2265,2265,Python,1130
ioam_holoviews,11,3,"['2018', '2017']",2,23182,Python,1699,9,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,1398,1398,Python,232
dotcloud_docker,213,8,"['2017', '2016', '2018']",3,146680,Go,2173,18,"['male', 'male', 'male', 'female', 'male', 'male', 'male', 'unisex']","['male', 'male', 'male', 'female', 'male', 'male', 'male', 'unisex']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'API']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'API']",1,1,1,heterogeneous,0.21875,0.40625,55838,55838,Go,16120
dotcloud_docker,174,8,"['2017', '2016', '2018']",3,146680,Go,2173,12.5,"['male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",1,0.875,1,homogeneous,0,0,55838,55838,Go,16120
bndtools_bnd,27,5,"['2018', '2017', '2016', '2015']",4,697977,Java,3185,2,"['male', 'UnKnown', 'male', 'male', 'male']","['male', 'UnKnown', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White']",0.8,0.8,1,heterogeneous,0,0,402,402,Java,251
mitmproxy_mitmproxy,47,4,"['2018', '2017', '2016']",3,45670,Python,3240,3,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'API']","['White', 'White', 'White', 'API']",1,1,1,heterogeneous,0.375,0,17135,17135,Python,2208
appium_appium,145,5,"['2018', '2017', '2016', '2015']",4,84175,JavaScript,2182,2,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'API', 'White', 'White', 'API']","['White', 'API', 'White', 'White', 'API']",1,1,1,heterogeneous,0.48,0,10630,10630,JavaScript,4308
MovingBlocks_Terasology,69,4,"['2017', '2016', '2018']",3,289019,Java,2859,0.5,"['male', 'male', 'UnKnown', 'male']","['male', 'male', 'UnKnown', 'male']","['White', 'White', 'NAN', 'White']","['White', 'White', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0,2702,2702,Java,1210
dotcloud_docker,193,9,"['2017', '2016', '2018']",3,146680,Go,2173,11,"['male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'White', 'White']",1,1,1,heterogeneous,0.197530864,0.197530864,55838,55838,Go,16120
haskell_cabal,59,4,"['2018', '2017', '2016', '2014']",4,35898,Haskell,2482,1,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,1092,1092,Haskell,489
obspy_obspy,23,5,"['2016', '2015', '2014', '2018', '2017']",5,112537,Python,2305,1,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White']",0.8,1,1,heterogeneous,0,0,572,572,Python,346
obspy_obspy,18,4,"['2016', '2014', '2013', '2012', '2018', '2017']",6,112537,Python,2305,5.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,572,572,Python,346
Azure_azure-powershell,55,3,"['2018', '2017']",2,1193641,C#,1573,2,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,1702,1702,C#,1813
Araq_Nimrod,86,5,"['2018', '2017']",2,86474,Nim,3059,7,"['male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'NAN', 'White']","['White', 'White', 'White', 'Unknown', 'White']",0.8,0.8,1,heterogeneous,0,0,8474,8474,Nim,936
numba_numba,40,5,"['2018', '2017']",2,53367,Python,2489,19,"['female', 'male', 'UnKnown', 'male', 'male']","['female', 'male', 'UnKnown', 'male', 'male']","['API', 'White', 'NAN', 'White', 'White']","['API', 'White', 'Unknown', 'White', 'White']",0.8,0.8,1,heterogeneous,0.375,0.375,4768,4768,Python,581
Icinga_icinga2,17,6,"['2018', '2017']",2,46679,C++,1951,19,"['male', 'female', 'male', 'male', 'male', 'male']","['male', 'female', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.277777778,1323,1323,C++,442
dotcloud_docker,184,8,"['2017', '2016', '2018']",3,146680,Go,2173,6.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",1,0.875,1,homogeneous,0,0,55838,55838,Go,16120
haskell_cabal,58,4,"['2018', '2017', '2016']",3,35898,Haskell,2482,6,"['male', 'male', 'male', 'female']","['male', 'male', 'male', 'female']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.375,1092,1092,Haskell,489
MovingBlocks_Terasology,121,3,['2018'],1,289019,Java,2859,3,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'API', 'White']","['White', 'API', 'White']",1,1,1,heterogeneous,0.444444444,0,2702,2702,Java,1210
openSUSE_open-build-service,55,10,['2018'],1,73886,Ruby,2727,21.5,"['male', 'male', 'male', 'female', 'male', 'male', 'male', 'female', 'male', 'male']","['male', 'male', 'male', 'female', 'male', 'male', 'male', 'female', 'male', 'male']","['White', 'White', 'White', 'Hispanic', 'API', 'Hispanic', 'White', 'Hispanic', 'White', 'Hispanic']","['White', 'White', 'White', 'Hispanic', 'API', 'Hispanic', 'White', 'Hispanic', 'White', 'Hispanic']",1,1,1,heterogeneous,0.58,0.32,507,507,Ruby,297
scipy_scipy,192,7,"['2018', '2017', '2016', '2015']",4,89345,Python,2854,13,"['male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White']",0.857142857,1,1,heterogeneous,0,0,6587,6587,Python,3049
PDAL_PDAL,8,3,"['2018', '2017', '2016', '2015']",4,167195,C++,2691,4,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,469,469,C++,230
nzakas_eslint,281,4,"['2018', '2017']",2,23182,JavaScript,2011,5.5,"['male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'Unknown']","['White', 'White', 'White', 'Unknown']",0.75,0.75,1,heterogeneous,0,0,15477,15477,JavaScript,2690
netty_netty,122,5,['2018'],1,60441,Java,2974,3,"['male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,0.8,1,homogeneous,0,0,21972,21972,Java,10278
minetest_minetest,114,3,"['2018', '2017']",2,69824,C++,2703,7,"['female', 'male', 'male']","['female', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0.444444444,4589,4589,C++,1119
haskell_cabal,79,5,"['2018', '2017']",2,35898,Haskell,2482,5,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'API', 'White', 'White']","['White', 'White', 'API', 'White', 'White']",1,1,1,heterogeneous,0.32,0,1092,1092,Haskell,489
RIOT-OS_RIOT,187,9,"['2018', '2017']",2,75063,C,2193,18,"['female', 'female', 'male', 'male', 'male', 'female', 'male', 'male', 'male']","['female', 'female', 'male', 'male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'Hispanic', 'White']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'Hispanic', 'White']",1,1,1,heterogeneous,0.345679012,0.444444444,3030,3030,C,1478
hyrise_hyrise,24,4,['2018'],1,30402,C++,634,19.5,"['UnKnown', 'female', 'male', 'female']","['UnKnown', 'female', 'male', 'female']","['NAN', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0.444444444,273,273,C++,68
openSUSE_open-build-service,22,5,"['2018', '2017', '2016', '2015']",4,73886,Ruby,2727,5,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,507,507,Ruby,297
okfn_ckan,58,5,"['2018', '2015', '2014']",3,151346,Python,2608,3,"['female', 'male', 'male', 'male', 'male']","['female', 'male', 'male', 'male', 'male']","['Hispanic', 'White', 'White', 'White', 'Unknown']","['Hispanic', 'White', 'White', 'White', 'Unknown']",0.8,1,1,heterogeneous,0.375,0.32,2479,2479,Python,1338
dotcloud_docker,226,7,"['2017', '2016', '2018']",3,146680,Go,2173,5,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'API', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'API', 'White', 'White']",0.857142857,0.857142857,1,heterogeneous,0.277777778,0,55838,55838,Go,16120
dotcloud_docker,224,7,"['2017', '2016', '2018']",3,146680,Go,2173,5,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'API', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'API', 'White', 'White']",0.857142857,0.857142857,1,heterogeneous,0.277777778,0,55838,55838,Go,16120
dotnet_corefx,1297,4,['2018'],1,235269,,1516,7,"['male', 'male', 'female', 'UnKnown']","['male', 'male', 'female', 'UnKnown']","['White', 'White', 'White', 'Unknown']","['White', 'White', 'White', 'Unknown']",0.75,0.75,1,heterogeneous,0,0.444444444,17822,17822,,5478
dotcloud_docker,173,9,"['2017', '2016', '2018']",3,146680,Go,2173,19,"['male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'White', 'White']",1,1,1,heterogeneous,0.197530864,0.197530864,55838,55838,Go,16120
ldc-developers_ldc,28,4,"['2017', '2016', '2015', '2018']",4,33257,D,2702,8.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,838,838,D,183
rear_rear,22,5,"['2017', '2018']",2,7950,Shell,2511,11,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,446,446,Shell,178
grpc_grpc-java,77,3,"['2018', '2017', '2016']",3,38982,Java,1484,3,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'API']","['White', 'White', 'API']",1,1,1,heterogeneous,0.444444444,0,6926,6926,Java,2260
silverstripe_silverstripe-framework,76,5,"['2018', '2016', '2015']",3,104859,PHP,2889,1,"['male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,0.8,1,homogeneous,0,0,670,670,PHP,753
kripken_emscripten,35,5,"['2018', '2017', '2016']",3,198277,C++,2879,31,"['male', 'UnKnown', 'male', 'male', 'male']","['male', 'UnKnown', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White']",0.8,0.8,1,heterogeneous,0,0,18298,18298,C++,2179
chapel-lang_chapel,77,4,"['2016', '2018', '2017']",3,625604,Chapel,1636,1,"['UnKnown', 'male', 'male', 'male']","['UnKnown', 'male', 'male', 'male']","['NAN', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0,944,944,Chapel,247
Araq_Nimrod,10,6,"['2018', '2017']",2,86474,Nim,3059,4,"['male', 'male', 'male', 'male', 'UnKnown', 'female']","['male', 'male', 'male', 'male', 'UnKnown', 'female']","['White', 'API', 'White', 'White', 'NAN', 'White']","['White', 'API', 'White', 'White', 'Unknown', 'White']",0.833333333,0.833333333,1,heterogeneous,0.32,0.32,8474,8474,Nim,936
libMesh_libmesh,20,6,"['2017', '2015', '2014', '2013', '2012', '2018']",6,133555,C,2295,4.5,"['UnKnown', 'male', 'male', 'male', 'male', 'male']","['UnKnown', 'male', 'male', 'male', 'male', 'male']","['NAN', 'White', 'White', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White', 'White', 'White']",0.833333333,0.833333333,1,heterogeneous,0,0,362,362,C,198
playframework_playframework,208,6,"['2018', '2017', '2016']",3,97105,Scala,2672,9.5,"['male', 'male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'Hispanic', 'White', 'White']",1,0.833333333,1,heterogeneous,0.277777778,0,11442,11442,Scala,3832
numpy_numpy,227,3,"['2014', '2013', '2018', '2016', '2015']",5,72711,C,3031,1,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,12486,12486,C,4094
owncloud_documentation,73,5,"['2017', '2018', '2016']",3,147613,CSS,2257,15,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,190,190,CSS,193
rtfd_readthedocs.org,51,3,['2018'],1,65097,Python,3059,3,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'Hispanic', 'White']","['White', 'Hispanic', 'White']",1,1,1,heterogeneous,0.444444444,0,5550,5550,Python,3010
biolab_orange3,13,8,"['2018', '2017', '2016', '2015']",4,79691,Python,2138,4.5,"['female', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'male']","['female', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.875,0.875,1,heterogeneous,0,0.408163265,2072,2072,Python,588
hazelcast_hazelcast,139,7,"['2018', '2017']",2,195880,Java,2476,7,"['male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White']",0.857142857,0.714285714,0,heterogeneous,0,0,3464,3464,Java,1228
mozilla_rust,496,3,['2018'],1,478658,Rust,3120,3,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,41219,41219,Rust,6348
Metaswitch_calico,23,4,"['2016', '2017', '2015', '2018']",4,11836,Go,1649,1,"['male', 'male', 'unisex', 'male']","['male', 'male', 'unisex', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.375,802,802,Go,226
contao_core-bundle,40,5,"['2017', '2018', '2015']",3,48060,PHP,1670,7,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,111,111,PHP,60
mozilla_rust,153,5,"['2018', '2017']",2,478658,Rust,3120,12,"['male', 'UnKnown', 'male', 'male', 'male']","['male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,0.8,1,homogeneous,0,0,41219,41219,Rust,6348
bitcoin_bitcoin,296,6,"['2016', '2015', '2018', '2017']",4,138573,C++,2934,31.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,41565,41565,C++,24788
rabbitmq_rabbitmq-server,25,3,"['2017', '2016', '2015', '2018']",4,81209,Erlang,3024,3,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,6594,6594,Erlang,2134
rstudio_shiny,25,4,"['2016', '2015', '2014', '2013', '2018']",5,32670,R,2385,1.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['API', 'API', 'White', 'White']","['API', 'API', 'White', 'White']",1,1,1,heterogeneous,0.5,0,3628,3628,R,1560
sensu_sensu-docs,11,4,['2018'],1,43660,HTML,532,5.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['Unknown', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White']",0.75,1,1,heterogeneous,0,0,25,25,HTML,41
manastech_crystal,231,4,"['2018', '2017']",2,43155,Crystal,2225,2,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['Unknown', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White']",0.75,1,1,heterogeneous,0,0,14175,14175,Crystal,1098
openSUSE_open-build-service,37,6,"['2018', '2017', '2016']",3,73886,Ruby,2727,14,"['male', 'male', 'female', 'male', 'male', 'male']","['male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'Hispanic', 'Hispanic', 'API', 'White']","['White', 'White', 'Hispanic', 'Hispanic', 'API', 'White']",1,1,1,heterogeneous,0.611111111,0.277777778,507,507,Ruby,297
pypa_pip,189,4,"['2018', '2017', '2016', '2014', '2013']",5,56732,Python,2857,8,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['API', 'White', 'White', 'White']","['API', 'White', 'White', 'White']",1,1,1,heterogeneous,0.375,0,5888,5888,Python,1914
